clock,running_pid,ready_size,waiting_size,terminated_size
106,-1,3,7,0
107,9,3,6,0
108,-1,4,6,0
109,8,3,6,0
110,-1,4,6,0
111,6,3,6,0
112,-1,4,6,0
113,2,3,6,0
114,-1,4,6,0
115,9,3,6,0
116,-1,4,6,0
117,8,4,5,0
118,-1,5,5,0
119,6,4,5,0
120,-1,5,5,0
121,2,4,5,0
122,-1,5,5,0
123,9,4,5,0
124,-1,5,5,0
125,1,4,5,0
126,-1,5,5,0
127,8,4,5,0
128,-1,5,5,0
129,6,4,5,0
130,-1,5,5,0
131,2,4,5,0
132,-1,5,5,0
133,9,4,5,0
134,-1,6,4,0
135,1,5,4,0
136,-1,6,4,0
137,8,5,4,0
138,-1,6,4,0
139,6,5,4,0
140,-1,6,4,0
141,2,5,4,0
142,-1,6,4,0
143,10,5,4,0
144,-1,6,4,0
145,9,5,4,0
146,-1,6,4,0
147,1,5,4,0
148,-1,6,4,0
149,8,5,4,0
150,-1,6,4,0
151,6,5,4,0
152,-1,6,4,0
153,2,5,4,0
154,-1,6,4,0
155,10,5,4,0
156,-1,6,4,0
157,9,5,4,0
158,-1,6,4,0
159,1,5,4,0
160,-1,7,3,0
161,8,6,3,0
162,-1,7,3,0
163,6,6,3,0
164,-1,7,3,0
165,2,6,3,0
166,-1,7,3,0
167,10,6,3,0
168,-1,7,3,0
169,9,6,3,0
170,-1,7,3,0
171,7,6,3,0
172,-1,8,2,0
173,1,7,2,0
174,-1,8,2,0
175,8,7,2,0
176,-1,8,2,0
177,6,7,2,0
178,-1,8,2,0
179,2,7,2,0
180,-1,8,2,0
181,10,7,2,0
182,-1,8,2,0
183,9,7,2,0
184,-1,8,2,0
185,3,7,2,0
186,-1,8,2,0
187,7,7,2,0
188,-1,8,2,0
189,1,7,2,0
190,-1,8,2,0
191,8,7,2,0
192,-1,8,2,0
193,6,7,2,0
194,-1,8,2,0
195,2,7,2,0
196,-1,8,2,0
197,10,7,2,0
198,-1,8,2,0
199,9,7,2,0
200,-1,9,1,0
201,3,8,1,0
202,-1,9,1,0
203,7,8,1,0
204,-1,9,1,0
205,1,8,1,0
206,-1,9,1,0
207,8,8,1,0
208,-1,9,1,0
209,6,8,1,0
210,-1,10,0,0
211,2,9,0,0
212,-1,10,0,0
213,10,9,0,0
214,-1,10,0,0
215,4,9,0,0
216,-1,10,0,0
217,9,9,0,0
218,-1,10,0,0
219,3,9,0,0
220,-1,10,0,0
221,7,9,0,0
222,-1,10,0,0
223,1,9,0,0
224,-1,10,0,0
225,8,9,0,0
226,-1,10,0,0
227,5,9,0,0
228,-1,10,0,0
229,6,9,0,0
230,-1,10,0,0
231,2,9,0,0
232,-1,10,0,0
233,10,9,0,0
234,-1,10,0,0
235,4,9,0,0
236,-1,10,0,0
237,9,9,0,0
238,-1,10,0,0
239,3,9,0,0
240,-1,10,0,0
241,7,9,0,0
242,-1,10,0,0
243,1,9,0,0
244,-1,10,0,0
245,8,9,0,0
246,-1,10,0,0
247,5,9,0,0
248,-1,10,0,0
249,6,9,0,0
250,-1,10,0,0
251,2,9,0,0
252,-1,10,0,0
253,10,9,0,0
254,-1,10,0,0
255,4,9,0,0
256,-1,10,0,0
257,9,9,0,0
258,-1,10,0,0
259,3,9,0,0
260,-1,10,0,0
261,7,9,0,0
262,-1,10,0,0
263,1,9,0,0
264,-1,10,0,0
265,8,9,0,0
266,-1,10,0,0
267,5,9,0,0
268,-1,10,0,0
269,6,9,0,0
270,-1,10,0,0
271,2,9,0,0
272,-1,10,0,0
273,10,9,0,0
274,-1,10,0,0
275,4,9,0,0
276,-1,10,0,0
277,9,9,0,0
278,-1,10,0,0
279,3,9,0,0
280,-1,10,0,0
281,7,9,0,0
282,-1,10,0,0
283,1,9,0,0
284,-1,10,0,0
285,8,9,0,0
286,-1,10,0,0
287,5,9,0,0
288,-1,10,0,0
289,6,9,0,0
290,-1,10,0,0
291,2,9,0,0
292,-1,10,0,0
293,10,9,0,0
294,-1,10,0,0
295,4,9,0,0
296,-1,10,0,0
297,9,9,0,0
298,-1,10,0,0
299,3,9,0,0
300,-1,10,0,0
301,7,9,0,0
302,-1,10,0,0
303,1,9,0,0
304,-1,10,0,0
305,8,9,0,0
306,-1,10,0,0
307,5,9,0,0
308,-1,10,0,0
309,6,9,0,0
310,-1,10,0,0
311,2,9,0,0
312,-1,10,0,0
313,10,9,0,0
314,-1,10,0,0
315,4,9,0,0
316,-1,10,0,0
317,9,9,0,0
318,-1,10,0,0
319,3,9,0,0
320,-1,10,0,0
321,7,9,0,0
322,-1,9,0,1
323,1,8,0,1
324,-1,9,0,1
325,8,8,0,1
326,-1,9,0,1
327,5,8,0,1
328,-1,9,0,1
329,6,8,0,1
330,-1,9,0,1
331,2,8,0,1
332,-1,9,0,1
333,10,8,0,1
334,-1,9,0,1
335,4,8,0,1
336,-1,9,0,1
337,9,8,0,1
338,-1,9,0,1
339,3,8,0,1
340,-1,9,0,1
341,1,8,0,1
342,-1,9,0,1
343,8,8,0,1
344,-1,9,0,1
345,5,8,0,1
346,-1,9,0,1
347,6,8,0,1
348,-1,9,0,1
349,2,8,0,1
350,-1,9,0,1
351,10,8,0,1
352,-1,9,0,1
353,4,8,0,1
354,-1,9,0,1
355,9,8,0,1
356,-1,9,0,1
357,3,8,0,1
358,-1,9,0,1
359,1,8,0,1
360,-1,9,0,1
361,8,8,0,1
362,-1,9,0,1
363,5,8,0,1
364,-1,9,0,1
365,6,8,0,1
366,-1,9,0,1
367,2,8,0,1
368,-1,9,0,1
369,10,8,0,1
370,-1,9,0,1
371,4,8,0,1
372,-1,9,0,1
373,9,8,0,1
374,-1,9,0,1
375,3,8,0,1
376,-1,9,0,1
377,1,8,0,1
378,-1,9,0,1
379,8,8,0,1
380,-1,9,0,1
381,5,8,0,1
382,-1,9,0,1
383,6,8,0,1
384,-1,9,0,1
385,2,8,0,1
386,-1,9,0,1
387,10,8,0,1
388,-1,9,0,1
389,4,8,0,1
390,-1,9,0,1
391,9,8,0,1
392,-1,9,0,1
393,3,8,0,1
394,-1,9,0,1
395,1,8,0,1
396,-1,9,0,1
397,8,8,0,1
398,-1,9,0,1
399,5,8,0,1
400,-1,9,0,1
401,6,8,0,1
402,-1,9,0,1
403,2,8,0,1
404,-1,9,0,1
405,10,8,0,1
406,-1,9,0,1
407,4,8,0,1
408,-1,9,0,1
409,9,8,0,1
410,-1,9,0,1
411,3,8,0,1
412,-1,9,0,1
413,1,8,0,1
414,-1,8,0,2
415,8,7,0,2
416,-1,8,0,2
417,5,7,0,2
418,-1,8,0,2
419,6,7,0,2
420,-1,8,0,2
421,2,7,0,2
422,-1,8,0,2
423,10,7,0,2
424,-1,8,0,2
425,4,7,0,2
426,-1,8,0,2
427,9,7,0,2
428,-1,8,0,2
429,3,7,0,2
430,-1,8,0,2
431,8,7,0,2
432,-1,8,0,2
433,5,7,0,2
434,-1,8,0,2
435,6,7,0,2
436,-1,8,0,2
437,2,7,0,2
438,-1,8,0,2
439,10,7,0,2
440,-1,8,0,2
441,4,7,0,2
442,-1,8,0,2
443,9,7,0,2
444,-1,8,0,2
445,3,7,0,2
446,-1,8,0,2
447,8,7,0,2
448,-1,8,0,2
449,5,7,0,2
450,-1,8,0,2
451,6,7,0,2
452,-1,8,0,2
453,2,7,0,2
454,-1,8,0,2
455,10,7,0,2
456,-1,8,0,2
457,4,7,0,2
458,-1,8,0,2
459,9,7,0,2
460,-1,8,0,2
461,3,7,0,2
462,-1,8,0,2
463,8,7,0,2
464,-1,8,0,2
465,5,7,0,2
466,-1,8,0,2
467,6,7,0,2
468,-1,8,0,2
469,2,7,0,2
470,-1,8,0,2
471,10,7,0,2
472,-1,8,0,2
473,4,7,0,2
474,-1,8,0,2
475,9,7,0,2
476,-1,8,0,2
477,3,7,0,2
478,-1,8,0,2
479,8,7,0,2
480,-1,8,0,2
481,5,7,0,2
482,-1,8,0,2
483,6,7,0,2
484,-1,8,0,2
485,2,7,0,2
486,-1,8,0,2
487,10,7,0,2
488,-1,8,0,2
489,4,7,0,2
490,-1,8,0,2
491,9,7,0,2
492,-1,8,0,2
493,3,7,0,2
494,-1,8,0,2
495,8,7,0,2
496,-1,8,0,2
497,5,7,0,2
498,-1,8,0,2
499,6,7,0,2
500,-1,8,0,2
501,2,7,0,2
502,-1,8,0,2
503,10,7,0,2
504,-1,8,0,2
505,4,7,0,2
506,-1,8,0,2
507,9,7,0,2
508,-1,8,0,2
509,3,7,0,2
510,-1,8,0,2
511,8,7,0,2
512,-1,8,0,2
513,5,7,0,2
514,-1,8,0,2
515,6,7,0,2
516,-1,8,0,2
517,2,7,0,2
518,-1,8,0,2
519,10,7,0,2
520,-1,8,0,2
521,4,7,0,2
522,-1,8,0,2
523,9,7,0,2
524,-1,8,0,2
525,3,7,0,2
526,-1,8,0,2
527,8,7,0,2
528,-1,8,0,2
529,5,7,0,2
530,-1,8,0,2
531,6,7,0,2
532,-1,8,0,2
533,2,7,0,2
534,-1,8,0,2
535,10,7,0,2
536,-1,8,0,2
537,4,7,0,2
538,-1,7,0,3
539,9,6,0,3
540,-1,7,0,3
541,3,6,0,3
542,-1,7,0,3
543,8,6,0,3
544,-1,7,0,3
545,5,6,0,3
546,-1,7,0,3
547,6,6,0,3
548,-1,7,0,3
549,2,6,0,3
550,-1,7,0,3
551,10,6,0,3
552,-1,7,0,3
553,9,6,0,3
554,-1,7,0,3
555,3,6,0,3
556,-1,7,0,3
557,8,6,0,3
558,-1,7,0,3
559,5,6,0,3
560,-1,7,0,3
561,6,6,0,3
562,-1,7,0,3
563,2,6,0,3
564,-1,7,0,3
565,10,6,0,3
566,-1,7,0,3
567,9,6,0,3
568,-1,7,0,3
569,3,6,0,3
570,-1,7,0,3
571,8,6,0,3
572,-1,7,0,3
573,5,6,0,3
574,-1,7,0,3
575,6,6,0,3
576,-1,7,0,3
577,2,6,0,3
578,-1,7,0,3
579,10,6,0,3
580,-1,7,0,3
581,9,6,0,3
582,-1,7,0,3
583,3,6,0,3
584,-1,7,0,3
585,8,6,0,3
586,-1,7,0,3
587,5,6,0,3
588,-1,7,0,3
589,-1,6,0,4
590,2,5,0,4
591,-1,5,0,5
592,-1,4,0,6
593,9,3,0,6
594,-1,4,0,6
595,3,3,0,6
596,-1,4,0,6
597,8,3,0,6
598,-1,4,0,6
599,5,3,0,6
600,-1,4,0,6
601,9,3,0,6
602,-1,4,0,6
603,3,3,0,6
604,-1,4,0,6
605,8,3,0,6
606,-1,4,0,6
607,5,3,0,6
608,-1,4,0,6
609,9,3,0,6
610,-1,4,0,6
611,3,3,0,6
612,-1,4,0,6
613,8,3,0,6
614,-1,4,0,6
615,5,3,0,6
616,-1,4,0,6
617,9,3,0,6
618,-1,4,0,6
619,3,3,0,6
620,-1,4,0,6
621,8,3,0,6
622,-1,4,0,6
623,5,3,0,6
624,-1,4,0,6
625,9,3,0,6
626,-1,4,0,6
627,3,3,0,6
628,-1,4,0,6
629,8,3,0,6
630,-1,4,0,6
631,5,3,0,6
632,-1,4,0,6
633,9,3,0,6
634,-1,3,0,7
635,3,2,0,7
636,-1,3,0,7
637,8,2,0,7
638,-1,3,0,7
639,5,2,0,7
640,-1,2,0,8
641,3,1,0,8
642,-1,2,0,8
643,8,1,0,8
644,-1,2,0,8
645,3,1,0,8
646,-1,2,0,8
647,8,1,0,8
648,-1,2,0,8
649,3,1,0,8
650,-1,2,0,8
651,8,1,0,8
652,-1,2,0,8
653,3,1,0,8
654,-1,2,0,8
655,8,1,0,8
656,-1,2,0,8
657,3,1,0,8
658,-1,2,0,8
659,8,1,0,8
660,-1,2,0,8
661,3,1,0,8
662,-1,2,0,8
663,8,1,0,8
664,-1,2,0,8
665,3,1,0,8
666,-1,2,0,8
667,8,1,0,8
668,-1,2,0,8
669,3,1,0,8
670,-1,2,0,8
671,8,1,0,8
672,-1,2,0,8
673,3,1,0,8
674,-1,2,0,8
675,8,1,0,8
676,-1,2,0,8
677,-1,1,0,9
678,8,0,0,9
679,8,0,0,9
680,8,0,0,9
681,8,0,0,9
682,8,0,0,9
683,8,0,0,9
684,8,0,0,9
685,8,0,0,9
686,8,0,0,9
687,8,0,0,9
688,8,0,0,9
689,8,0,0,9
690,8,0,0,9
691,8,0,0,9
692,8,0,0,9
693,8,0,0,9
694,8,0,0,9
695,8,0,0,9
696,8,0,0,9
697,-1,0,0,10
